QGPIORecord, QRC v6.1.0, 20-12-2021 @ 21:46:05, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, -, -, -, -, -
603550, -5.60999, -5.9571, -6, -0.390013, -0.0428953, -3.15411, -3.35065, 0, 0, 0, 0, 0
603560, -5.9536, -5.96061, -6, -0.0464015, -0.0393887, -3.15995, -3.35188, 0, 0, 0, 0, 0
603571, -5.60999, -6.31124, -6, -0.390013, 0.311235, -3.16579, -3.34782, 0, 0, 0, 0, 0
603580, -5.61349, -5.9571, -6, -0.386507, -0.0428953, -3.17618, -3.34382, 0, 0, 0, 0, 0
603590, -5.60297, -6.31124, -6, -0.397026, 0.311235, -3.18667, -3.33981, 0, 0, 0, 0, 0
603600, -5.60999, -6.31124, -6, -0.390013, 0.311235, -3.1972, -3.33052, 0, 0, 0, 0, 0
603611, -5.60648, -6.30773, -6, -0.393519, 0.307729, -3.20768, -3.32128, 0, 0, 0, 0, 0
603620, -5.60297, -6.30072, -6, -0.397026, 0.300716, -3.21826, -3.3122, 0, 0, 0, 0, 0
603630, -5.61349, -6.31474, -6, -0.386507, 0.314742, -3.22875, -3.30301, 0, 0, 0, 0, 0
603640, -5.60999, -6.31124, -6, -0.390013, 0.311235, -3.23914, -3.29367, 0, 0, 0, 0, 0
603651, -5.61349, -6.31825, -6, -0.386507, 0.318248, -3.24953, -3.28427, 0, 0, 0, 0, 0
603661, -5.59596, -6.29721, -6, -0.404038, 0.29721, -3.26011, -3.27508, 0, 0, 0, 0, 0
603670, -5.62051, -6.67588, -6, -0.379494, 0.675884, -3.27059, -3.26056, 0, 0, 0, 0, 0
603680, -5.60648, -6.30773, -6, -0.393519, 0.307729, -3.28094, -3.24587, 0, 0, 0, 0, 0
603691, -5.60999, -6.65485, -6, -0.390013, 0.654847, -3.29142, -3.23151, 0, 0, 0, 0, 0
603701, -5.95009, -6.30773, -6, -0.0499077, 0.307729, -3.29731, -3.21714, 0, 0, 0, 0, 0
603710, -5.617, -6.66186, -6, -0.383, 0.66186, -3.3031, -3.20266, 0, 0, 0, 0, 0
603720, -5.60648, -6.30773, -6, -0.393519, 0.307729, -3.31349, -3.18819, 0, 0, 0, 0, 0
603730, -5.96061, -6.31825, -6, -0.0393887, 0.318248, -3.31928, -3.17885, 0, 0, 0, 0, 0
603741, -5.60297, -6.30072, -6, -0.397026, 0.300716, -3.32512, -3.16961, 0, 0, 0, 0, 0
603750, -5.96412, -6.31124, -6, -0.0358825, 0.311235, -3.33092, -3.16047, 0, 0, 0, 0, 0
603760, -5.9571, -6.65485, -6, -0.0428953, 0.654847, -3.33197, -3.14605, 0, 0, 0, 0, 0
603770, -5.96412, -5.96762, -6, -0.0358825, -0.0323763, -3.33302, -3.13676, 0, 0, 0, 0, 0
603781, -5.95009, -6.30422, -6, -0.0499077, 0.304223, -3.33417, -3.1327, 0, 0, 0, 0, 0
603790, -5.96061, -5.96061, -6, -0.0393887, -0.0393887, -3.33537, -3.12875, 0, 0, 0, 0, 0
603800, -5.96061, -6.31124, -6, -0.0393887, 0.311235, -3.33642, -3.12469, 0, 0, 0, 0, 0
603810, -5.9571, -6.30773, -6, -0.0428953, 0.307729, -3.33752, -3.11545, 0, 0, 0, 0, 0
603821, -5.60999, -6.30422, -6, -0.390013, 0.304223, -3.34332, -3.10631, 0, 0, 0, 0, 0
603831, -5.95009, -6.31124, -6, -0.0499077, 0.311235, -3.3492, -3.09713, 0, 0, 0, 0, 0
603840, -5.97113, -5.96412, -6, -0.0288701, -0.0358825, -3.35026, -3.09302, 0, 0, 0, 0, 0
603850, -5.9536, -5.96061, -6, -0.0464015, -0.0393887, -3.35126, -3.09414, 0, 0, 0, 0, 0
603860, -5.96061, -5.9536, -6, -0.0393887, -0.0464015, -3.35241, -3.09542, 0, 0, 0, 0, 0
603871, -5.9571, -6.31124, -6, -0.0428953, 0.311235, -3.35351, -3.09147, 0, 0, 0, 0, 0
603880, -6.30773, -5.9536, -6, 0.307729, -0.0464015, -3.34997, -3.08751, 0, 0, 0, 0, 0
603890, -5.60999, -6.31474, -6, -0.390013, 0.314742, -3.35107, -3.08351, 0, 0, 0, 0, 0
603900, -6.31124, -5.96061, -6, 0.311235, -0.0393887, -3.35212, -3.0794, 0, 0, 0, 0, 0
603911, -5.96061, -6.31124, -6, -0.0393887, 0.311235, -3.34849, -3.07534, 0, 0, 0, 0, 0
603920, -5.95009, -5.95009, -6, -0.0499077, -0.0499077, -3.34968, -3.07144, 0, 0, 0, 0, 0
603930, -5.96762, -6.30773, -6, -0.0323763, 0.307729, -3.35078, -3.06759, 0, 0, 0, 0, 0
